Raw Image,Processed Image,MSE,PSNR,SSIM
Untitled 1301.jpg,cleaned_Untitled 1301.jpg,79.48327148,29.12804627,0.97844871
Untitled 1305.jpg,cleaned_Untitled 1305.jpg,82.91038385,28.94471435,0.975868792
Untitled 1307.jpg,cleaned_Untitled 1307.jpg,97.7605403,28.22916768,0.96412991
Untitled 1308.jpg,cleaned_Untitled 1308.jpg,104.9944144,27.91914165,0.960915623
Untitled 4863.jpg,cleaned_Untitled 4863.jpg,75.94647058,29.32572765,0.977410066
Untitled 4864.jpg,cleaned_Untitled 4864.jpg,85.01585894,28.83580414,0.975581604
Untitled 4869.jpg,cleaned_Untitled 4869.jpg,76.50233529,29.29405668,0.977090146
Untitled 4870.jpg,cleaned_Untitled 4870.jpg,80.47202549,29.07435428,0.9776266
Untitled 4871.jpg,cleaned_Untitled 4871.jpg,84.61718998,28.85621762,0.976223748
Untitled 4872.jpg,cleaned_Untitled 4872.jpg,80.29993617,29.08365161,0.977880839
Untitled 4873.jpg,cleaned_Untitled 4873.jpg,86.12752337,28.77938402,0.976236668
Untitled 4875.jpg,cleaned_Untitled 4875.jpg,85.9605037,28.78781409,0.975937416
Untitled 4877.jpg,cleaned_Untitled 4877.jpg,100.3925947,28.11378682,0.971282389
Untitled 4878.jpg,cleaned_Untitled 4878.jpg,88.61314795,28.65582196,0.975660149
Untitled 4879.jpg,cleaned_Untitled 4879.jpg,93.3569363,28.4293377,0.974016745
Untitled 4880.jpg,cleaned_Untitled 4880.jpg,107.8114641,27.80415417,0.968874425
Untitled 4881.jpg,cleaned_Untitled 4881.jpg,79.88422309,29.10619345,0.978000127
Untitled 4882.jpg,cleaned_Untitled 4882.jpg,79.72020969,29.11511928,0.978143714
Untitled 4883.jpg,cleaned_Untitled 4883.jpg,86.88500251,28.74135543,0.975024306
Untitled 4884.jpg,cleaned_Untitled 4884.jpg,93.43509078,28.42570349,0.973617807
Untitled 4886.jpg,cleaned_Untitled 4886.jpg,110.8165604,27.68475695,0.966880699
Untitled 4887.jpg,cleaned_Untitled 4887.jpg,89.68020679,28.6038376,0.97301188
Untitled 4893.jpg,cleaned_Untitled 4893.jpg,77.79503062,29.22128505,0.978227284
Untitled 4894.jpg,cleaned_Untitled 4894.jpg,82.21171102,28.98146674,0.977621938
Untitled 4895.jpg,cleaned_Untitled 4895.jpg,90.67852206,28.55575928,0.975430996
Untitled 4897.jpg,cleaned_Untitled 4897.jpg,111.7865241,27.64690908,0.968729161
Untitled 4899.jpg,cleaned_Untitled 4899.jpg,82.84210183,28.94829252,0.977609417
Untitled 4900.jpg,cleaned_Untitled 4900.jpg,92.58375087,28.46545589,0.974996699
Untitled 4901.jpg,cleaned_Untitled 4901.jpg,110.6007013,27.6932248,0.967442228
Untitled 4902.jpg,cleaned_Untitled 4902.jpg,91.44062769,28.51941162,0.97546732
Untitled 4907.jpg,cleaned_Untitled 4907.jpg,113.4174977,27.584003,0.969152972
Untitled 4909.jpg,cleaned_Untitled 4909.jpg,113.7567151,27.57103318,0.967224922
Untitled 4910.jpg,cleaned_Untitled 4910.jpg,88.95976029,28.63886757,0.973700471
Untitled 4913.jpg,cleaned_Untitled 4913.jpg,95.52043945,28.32984049,0.970558228
Untitled 4914.jpg,cleaned_Untitled 4914.jpg,91.88972307,28.49813418,0.97442114
Untitled 4915.jpg,cleaned_Untitled 4915.jpg,103.0339894,28.00099845,0.970482638
Untitled 4916.jpg,cleaned_Untitled 4916.jpg,98.28732436,28.20582848,0.971190648
Untitled 4922.jpg,cleaned_Untitled 4922.jpg,85.52285001,28.80998196,0.976436526
Untitled 4923.jpg,cleaned_Untitled 4923.jpg,74.87673163,29.38733482,0.97897294
Untitled 4924.jpg,cleaned_Untitled 4924.jpg,100.0384784,28.12913284,0.971539781
Untitled 4925.jpg,cleaned_Untitled 4925.jpg,113.2276081,27.59128028,0.970184842
Untitled 4927.jpg,cleaned_Untitled 4927.jpg,102.6224527,28.01837971,0.971741331
Untitled 4928.jpg,cleaned_Untitled 4928.jpg,78.65234705,29.17368674,0.976654709
Untitled 4929.jpg,cleaned_Untitled 4929.jpg,80.57893428,29.06858842,0.977533695
Untitled 4931.jpg,cleaned_Untitled 4931.jpg,75.09377153,29.37476444,0.978988537
Untitled 4934.jpg,cleaned_Untitled 4934.jpg,79.28029049,29.13915128,0.977183681
Untitled 4935.jpg,cleaned_Untitled 4935.jpg,85.48671212,28.81181747,0.975893921
Untitled 4936.jpg,cleaned_Untitled 4936.jpg,80.33242455,29.08189486,0.977626488
Untitled 4937.jpg,cleaned_Untitled 4937.jpg,79.32745541,29.13656837,0.977026513
Untitled 4943.jpg,cleaned_Untitled 4943.jpg,79.19334211,29.14391689,0.976921424
Untitled 4944.jpg,cleaned_Untitled 4944.jpg,80.01656059,29.09900481,0.977949926
Untitled 4945.jpg,cleaned_Untitled 4945.jpg,78.26864454,29.19492548,0.977568668
Untitled 4946.jpg,cleaned_Untitled 4946.jpg,87.55704789,28.70789251,0.974684985
Untitled 4947.jpg,cleaned_Untitled 4947.jpg,80.44760554,29.07567239,0.977118258
Untitled 4948.jpg,cleaned_Untitled 4948.jpg,80.11184301,29.09383638,0.977476986
Untitled 4952.jpg,cleaned_Untitled 4952.jpg,85.98273357,28.78669113,0.975974862
Untitled 4958.jpg,cleaned_Untitled 4958.jpg,77.4767232,29.23909116,0.97836961
Untitled 4959.jpg,cleaned_Untitled 4959.jpg,75.48561039,29.3521619,0.978738172
Untitled 4960.jpg,cleaned_Untitled 4960.jpg,79.13687915,29.14701441,0.976863568
Untitled 4965.jpg,cleaned_Untitled 4965.jpg,76.64676738,29.28586518,0.979016098
Untitled 4968.jpg,cleaned_Untitled 4968.jpg,82.2545694,28.97920328,0.977091338
Untitled 4969.jpg,cleaned_Untitled 4969.jpg,87.84282467,28.69374068,0.975553124
Untitled 4970.jpg,cleaned_Untitled 4970.jpg,87.20869779,28.72520559,0.975173691
Untitled 4973.jpg,cleaned_Untitled 4973.jpg,85.16289401,28.8282995,0.975485313
Untitled 4974.jpg,cleaned_Untitled 4974.jpg,84.60326056,28.8569326,0.976245717
Untitled 4976.jpg,cleaned_Untitled 4976.jpg,80.28273553,29.08458199,0.977830548
Untitled 4982.jpg,cleaned_Untitled 4982.jpg,95.88255935,28.31340743,0.972849853
Untitled 4983.jpg,cleaned_Untitled 4983.jpg,101.8881683,28.04956606,0.970996926
Untitled 4984.jpg,cleaned_Untitled 4984.jpg,84.1266253,28.88146893,0.977068736
Untitled 4985.jpg,cleaned_Untitled 4985.jpg,85.29259665,28.82169025,0.975847121
Untitled 4987.jpg,cleaned_Untitled 4987.jpg,85.57299383,28.80743635,0.976404689
Untitled 4989.jpg,cleaned_Untitled 4989.jpg,95.13071963,28.34759579,0.972061831
Untitled 4993.jpg,cleaned_Untitled 4993.jpg,86.14871179,28.77831573,0.976036876
Untitled 4999.jpg,cleaned_Untitled 4999.jpg,94.30279402,28.38555801,0.973787444
Untitled 5001.jpg,cleaned_Untitled 5001.jpg,102.5774988,28.02028256,0.968793882
Untitled 5004.jpg,cleaned_Untitled 5004.jpg,90.77786295,28.55100406,0.97487671
Untitled 5016.jpg,cleaned_Untitled 5016.jpg,108.3713077,27.78166047,0.968796855
Untitled 5017.jpg,cleaned_Untitled 5017.jpg,90.12179674,28.58250519,0.973961718
Untitled 5018.jpg,cleaned_Untitled 5018.jpg,89.64053487,28.60575922,0.97453674
Untitled 5022.jpg,cleaned_Untitled 5022.jpg,98.63606939,28.19044603,0.970955683
Untitled 5023.jpg,cleaned_Untitled 5023.jpg,96.7809903,28.27290299,0.972777218
Untitled 5027.jpg,cleaned_Untitled 5027.jpg,85.44890729,28.81373847,0.976685705
Untitled 5028.jpg,cleaned_Untitled 5028.jpg,86.98840793,28.73618978,0.974849939
Untitled 5029.jpg,cleaned_Untitled 5029.jpg,102.8301974,28.00959691,0.970728223
Untitled 5030.jpg,cleaned_Untitled 5030.jpg,81.82049622,29.00218252,0.977581252
Untitled 5031.jpg,cleaned_Untitled 5031.jpg,78.24229831,29.19638762,0.978513211
Untitled 5032.jpg,cleaned_Untitled 5032.jpg,80.6777616,29.06326521,0.977561718
Untitled 5033.jpg,cleaned_Untitled 5033.jpg,80.69130798,29.06253606,0.977875085
Untitled 5035.jpg,cleaned_Untitled 5035.jpg,86.51269622,28.76000514,0.976672057
Untitled 5036.jpg,cleaned_Untitled 5036.jpg,75.01607361,29.37926032,0.978891283
Untitled 5037.jpg,cleaned_Untitled 5037.jpg,80.73863269,29.05998971,0.977449288
Untitled 5038.jpg,cleaned_Untitled 5038.jpg,79.27263952,29.13957042,0.977583882
Untitled 5039.jpg,cleaned_Untitled 5039.jpg,79.94593492,29.10283975,0.978143201
Untitled 5040.jpg,cleaned_Untitled 5040.jpg,74.98262812,29.38119703,0.979118625
Untitled 5042.jpg,cleaned_Untitled 5042.jpg,86.37125576,28.76711127,0.976204512
Untitled 5044.jpg,cleaned_Untitled 5044.jpg,59.17109222,30.40970775,0.977943284
Untitled 5050.jpg,cleaned_Untitled 5050.jpg,92.00127919,28.49286495,0.972314492
Untitled 5053.jpg,cleaned_Untitled 5053.jpg,106.8033399,27.84495527,0.969884217
Untitled 5055.jpg,cleaned_Untitled 5055.jpg,86.88116104,28.74154745,0.976053006
Untitled 5056.jpg,cleaned_Untitled 5056.jpg,86.08087738,28.78173676,0.976188313
Untitled 5057.jpg,cleaned_Untitled 5057.jpg,60.23255994,30.33249039,0.976691868
Untitled 5058.jpg,cleaned_Untitled 5058.jpg,61.96943155,30.20902848,0.97697953
Untitled 5059.jpg,cleaned_Untitled 5059.jpg,64.71208108,30.02094994,0.977123423
Untitled 5061.jpg,cleaned_Untitled 5061.jpg,64.68872303,30.02251783,0.975076679
Untitled 5062.jpg,cleaned_Untitled 5062.jpg,62.31535941,30.18485257,0.978005169
Untitled 5063.jpg,cleaned_Untitled 5063.jpg,62.83923504,30.14849471,0.978567167
Untitled 5064.jpg,cleaned_Untitled 5064.jpg,60.54475344,30.31003846,0.978209902
Untitled 5068.jpg,cleaned_Untitled 5068.jpg,63.6107866,30.09549595,0.977328932
Untitled 5069.jpg,cleaned_Untitled 5069.jpg,64.38272326,30.04311018,0.977183274
Untitled 5070.jpg,cleaned_Untitled 5070.jpg,56.07208505,30.64333655,0.979498517
Untitled 5071.jpg,cleaned_Untitled 5071.jpg,56.78571797,30.5884124,0.978794945
Untitled 5073.jpg,cleaned_Untitled 5073.jpg,55.56257609,30.68297988,0.981314587
Untitled 5074.jpg,cleaned_Untitled 5074.jpg,61.4970286,30.24226229,0.97746924
Untitled 5075.jpg,cleaned_Untitled 5075.jpg,59.85014137,30.3601518,0.97858666
Untitled 5077.jpg,cleaned_Untitled 5077.jpg,80.6370975,29.06545474,0.977430318
Untitled 5078.jpg,cleaned_Untitled 5078.jpg,78.77763871,29.16677402,0.978314542
Untitled 5079.jpg,cleaned_Untitled 5079.jpg,79.91985811,29.10425657,0.977436795
Untitled 5080.jpg,cleaned_Untitled 5080.jpg,79.55342448,29.12421482,0.977386067
Untitled 5081.jpg,cleaned_Untitled 5081.jpg,78.94767262,29.15741029,0.977566135
Untitled 5085.jpg,cleaned_Untitled 5085.jpg,86.5330169,28.75898516,0.976199625
Untitled 5086.jpg,cleaned_Untitled 5086.jpg,83.79700425,28.89851868,0.976178164
Untitled 5087.jpg,cleaned_Untitled 5087.jpg,87.32829738,28.71925368,0.975539134
Untitled 5088.jpg,cleaned_Untitled 5088.jpg,88.7698966,28.64814647,0.975612314
Untitled 5091.jpg,cleaned_Untitled 5091.jpg,78.53928187,29.17993435,0.978319561
Untitled 5092.jpg,cleaned_Untitled 5092.jpg,77.12930788,29.25860927,0.977044968
Untitled 5093.jpg,cleaned_Untitled 5093.jpg,80.78035778,29.05774588,0.97728989
Untitled 5094.jpg,cleaned_Untitled 5094.jpg,80.67480017,29.06342463,0.978321752
Untitled 5095.jpg,cleaned_Untitled 5095.jpg,78.32910362,29.19157204,0.97815039
Untitled 5102.jpg,cleaned_Untitled 5102.jpg,80.86168237,29.05337588,0.977858931
Untitled 5103.jpg,cleaned_Untitled 5103.jpg,86.40437433,28.76544631,0.976200918
Untitled 5107.jpg,cleaned_Untitled 5107.jpg,77.74098337,29.22430331,0.977243574
Untitled 5108.jpg,cleaned_Untitled 5108.jpg,78.63799526,29.17447927,0.977661998
Untitled 5112.jpg,cleaned_Untitled 5112.jpg,86.15594121,28.7779513,0.976173358
Untitled 5115.jpg,cleaned_Untitled 5115.jpg,79.10226377,29.14891448,0.977715898
Untitled 5116.jpg,cleaned_Untitled 5116.jpg,77.91767229,29.21444391,0.97713352
Untitled 5117.jpg,cleaned_Untitled 5117.jpg,77.79728592,29.22115915,0.978355671
Untitled 5118.jpg,cleaned_Untitled 5118.jpg,86.30114797,28.77063788,0.976421518
Untitled 5120.jpg,cleaned_Untitled 5120.jpg,87.36573081,28.71739247,0.975703039
Untitled 5123.jpg,cleaned_Untitled 5123.jpg,84.54047773,28.86015663,0.976196739
Untitled 5126.jpg,cleaned_Untitled 5126.jpg,80.75398112,29.05916419,0.976810377
Untitled 5128.jpg,cleaned_Untitled 5128.jpg,79.3937545,29.13294021,0.977763708
Untitled 5130.jpg,cleaned_Untitled 5130.jpg,74.85578255,29.38855006,0.978940833
Untitled 5131.jpg,cleaned_Untitled 5131.jpg,77.4782995,29.23900281,0.976833125
Untitled 5135.jpg,cleaned_Untitled 5135.jpg,84.19739415,28.8778171,0.975545511
Untitled 5136.jpg,cleaned_Untitled 5136.jpg,86.10214425,28.78066394,0.976438903
Untitled 5140.jpg,cleaned_Untitled 5140.jpg,80.55634035,29.06980633,0.977120564
Untitled 5141.jpg,cleaned_Untitled 5141.jpg,77.83159388,29.21924437,0.977591649
Untitled 5142.jpg,cleaned_Untitled 5142.jpg,78.95317049,29.15710786,0.978252176
Untitled 5143.jpg,cleaned_Untitled 5143.jpg,81.60138437,29.01382834,0.977707843
Untitled 5152.jpg,cleaned_Untitled 5152.jpg,78.46649889,29.18396086,0.977769111
Untitled 5153.jpg,cleaned_Untitled 5153.jpg,81.76926016,29.00490293,0.977404082
Untitled 5154.jpg,cleaned_Untitled 5154.jpg,77.78039157,29.22210236,0.978137801
Untitled 5156.jpg,cleaned_Untitled 5156.jpg,79.82787037,29.10925817,0.977530978
Untitled 5157.jpg,cleaned_Untitled 5157.jpg,77.8615651,29.21757232,0.977928144
Untitled 5158.jpg,cleaned_Untitled 5158.jpg,79.48534551,29.12793294,0.977646127
Untitled 5159.jpg,cleaned_Untitled 5159.jpg,80.59177608,29.06789634,0.97822331
Untitled 5164.jpg,cleaned_Untitled 5164.jpg,84.80996447,28.8463348,0.976647353
Untitled 5166.jpg,cleaned_Untitled 5166.jpg,78.42012448,29.18652834,0.97839993
Untitled 5167.jpg,cleaned_Untitled 5167.jpg,82.65152411,28.95829494,0.975640837
Untitled 5168.jpg,cleaned_Untitled 5168.jpg,76.85365768,29.27415819,0.979180885
Untitled 5170.jpg,cleaned_Untitled 5170.jpg,84.81062473,28.84630099,0.976255639
Untitled 5172.jpg,cleaned_Untitled 5172.jpg,85.28351272,28.82215281,0.976411797
Untitled 5174.jpg,cleaned_Untitled 5174.jpg,77.79150337,29.22148196,0.977836709
Untitled 5175.jpg,cleaned_Untitled 5175.jpg,78.07772374,29.20553217,0.977558669
Untitled 5180.jpg,cleaned_Untitled 5180.jpg,88.87442039,28.64303579,0.975821812
Untitled 5183.jpg,cleaned_Untitled 5183.jpg,83.21957891,28.92854847,0.977503376
Untitled 5189.jpg,cleaned_Untitled 5189.jpg,86.41669903,28.76482688,0.976282113
Untitled 5190.jpg,cleaned_Untitled 5190.jpg,86.364137,28.76746923,0.976195139
Untitled 5192.jpg,cleaned_Untitled 5192.jpg,79.07486219,29.15041917,0.97744692
Untitled 5193.jpg,cleaned_Untitled 5193.jpg,80.50442297,29.07260619,0.977376632
Untitled 5194.jpg,cleaned_Untitled 5194.jpg,80.50942802,29.0723362,0.978303581
Untitled 5198.jpg,cleaned_Untitled 5198.jpg,86.6487936,28.7531784,0.976313753
Untitled 5199.jpg,cleaned_Untitled 5199.jpg,78.21063453,29.19814551,0.977779075
Untitled 5201.jpg,cleaned_Untitled 5201.jpg,84.39309271,28.86773458,0.97692797
Untitled 5203.jpg,cleaned_Untitled 5203.jpg,85.00003333,28.83661265,0.976380518
Untitled 5208.jpg,cleaned_Untitled 5208.jpg,78.24604019,29.19617993,0.976965576
Untitled 5214.jpg,cleaned_Untitled 5214.jpg,85.85782606,28.79300473,0.976740451
Untitled 5215.jpg,cleaned_Untitled 5215.jpg,74.80777706,29.39133611,0.978979876
Untitled 5216.jpg,cleaned_Untitled 5216.jpg,77.8126947,29.22029905,0.977829065
Untitled 5217.jpg,cleaned_Untitled 5217.jpg,79.87712064,29.1065796,0.977628308
Untitled 5221.jpg,cleaned_Untitled 5221.jpg,80.34710333,29.08110137,0.977385467
Untitled 5223.jpg,cleaned_Untitled 5223.jpg,75.53218533,29.34948311,0.978169172
Untitled 5224.jpg,cleaned_Untitled 5224.jpg,75.88759169,29.3290959,0.978773684
Untitled 5225.jpg,cleaned_Untitled 5225.jpg,81.30828299,29.02945571,0.977393708
Untitled 5231.jpg,cleaned_Untitled 5231.jpg,87.96729619,28.68759117,0.974858179
Untitled 5232.jpg,cleaned_Untitled 5232.jpg,80.32607634,29.08223807,0.977540505
Untitled 5233.jpg,cleaned_Untitled 5233.jpg,79.46276468,29.1291669,0.977675522
Untitled 5234.jpg,cleaned_Untitled 5234.jpg,78.6369163,29.17453886,0.977830105
Untitled 5235.jpg,cleaned_Untitled 5235.jpg,77.75793379,29.22335649,0.978298854
Untitled 5236.jpg,cleaned_Untitled 5236.jpg,79.08893753,29.1496462,0.977460258
Untitled 5237.jpg,cleaned_Untitled 5237.jpg,85.82207239,28.79481363,0.975970436
Untitled 5240.jpg,cleaned_Untitled 5240.jpg,87.27062208,28.72212289,0.976265646
Untitled 5242.jpg,cleaned_Untitled 5242.jpg,86.08181604,28.7816894,0.976537464
Untitled 5244.jpg,cleaned_Untitled 5244.jpg,81.34281911,29.02761141,0.977926399
Untitled 5245.jpg,cleaned_Untitled 5245.jpg,86.91731732,28.73974047,0.975077637
Untitled 5247.jpg,cleaned_Untitled 5247.jpg,79.17582723,29.14487751,0.978404264
Untitled 5248.jpg,cleaned_Untitled 5248.jpg,77.21718399,29.25366401,0.978260555
Untitled 5249.jpg,cleaned_Untitled 5249.jpg,77.44955857,29.24061414,0.978250191
Untitled 5250.jpg,cleaned_Untitled 5250.jpg,86.19605268,28.77592983,0.976385493
Untitled 5255.jpg,cleaned_Untitled 5255.jpg,79.60984978,29.12113556,0.976793702
Untitled 5257.jpg,cleaned_Untitled 5257.jpg,85.42188925,28.81511189,0.975282123
Untitled 5258.jpg,cleaned_Untitled 5258.jpg,81.28883001,29.03049488,0.976741786
Untitled 5260.jpg,cleaned_Untitled 5260.jpg,77.5189016,29.23672751,0.979154341
Untitled 5261.jpg,cleaned_Untitled 5261.jpg,83.49680737,28.91410491,0.976485625
Untitled 5263.jpg,cleaned_Untitled 5263.jpg,87.469137,28.71225519,0.975621249
Untitled 5267.jpg,cleaned_Untitled 5267.jpg,77.85355207,29.21801929,0.977619466
Untitled 5268.jpg,cleaned_Untitled 5268.jpg,80.38281933,29.07917126,0.976449545
Untitled 5270.jpg,cleaned_Untitled 5270.jpg,79.08613093,29.14980031,0.97727913
Untitled 5271.jpg,cleaned_Untitled 5271.jpg,79.15340493,29.14610759,0.977810342
Untitled 5272.jpg,cleaned_Untitled 5272.jpg,79.48480419,29.12796252,0.97731285
Untitled 5273.jpg,cleaned_Untitled 5273.jpg,77.64174005,29.22985101,0.97776057
Untitled 5274.jpg,cleaned_Untitled 5274.jpg,80.26603733,29.08548538,0.977578621
Untitled 5279.jpg,cleaned_Untitled 5279.jpg,80.91206221,29.05067091,0.977404834
Untitled 5280.jpg,cleaned_Untitled 5280.jpg,80.62740561,29.06597675,0.977400171
Untitled 5281.jpg,cleaned_Untitled 5281.jpg,78.09051668,29.20482065,0.977196644
Untitled 5282.jpg,cleaned_Untitled 5282.jpg,79.30053758,29.13804229,0.977435625
Untitled 5283.jpg,cleaned_Untitled 5283.jpg,76.90736875,29.27112408,0.978614661
Untitled 5284.jpg,cleaned_Untitled 5284.jpg,80.13424667,29.09262202,0.977373345
Untitled 5285.jpg,cleaned_Untitled 5285.jpg,80.20465495,29.08880786,0.978197294
Untitled 5286.jpg,cleaned_Untitled 5286.jpg,77.83667206,29.21896102,0.977942869
Untitled 5289.jpg,cleaned_Untitled 5289.jpg,83.88605897,28.89390569,0.976923094
Untitled 5290.jpg,cleaned_Untitled 5290.jpg,86.90524901,28.74034353,0.975520864
Untitled 5292.jpg,cleaned_Untitled 5292.jpg,85.86804109,28.79248805,0.976692277
Untitled 5298.jpg,cleaned_Untitled 5298.jpg,85.84339022,28.793735,0.97596118
Untitled 5300.jpg,cleaned_Untitled 5300.jpg,78.43943065,29.18545928,0.976893173
Untitled 5301.jpg,cleaned_Untitled 5301.jpg,77.06940803,29.26198338,0.978420357
Untitled 5304.jpg,cleaned_Untitled 5304.jpg,81.57903092,29.01501819,0.977302802
Untitled 5308.jpg,cleaned_Untitled 5308.jpg,84.51966649,28.86122586,0.97734473
Untitled 5309.jpg,cleaned_Untitled 5309.jpg,85.63923703,28.80407571,0.976915032
Untitled 5311.jpg,cleaned_Untitled 5311.jpg,79.7350829,29.11430911,0.978539782
Untitled 5312.jpg,cleaned_Untitled 5312.jpg,81.28700467,29.0305924,0.978200837
Untitled 5316.jpg,cleaned_Untitled 5316.jpg,85.99081217,28.7862831,0.976617073
Untitled 5318.jpg,cleaned_Untitled 5318.jpg,80.798968,29.05674547,0.97772045
Untitled 5319.jpg,cleaned_Untitled 5319.jpg,79.35055196,29.13530409,0.977621485
Untitled 5320.jpg,cleaned_Untitled 5320.jpg,79.05538622,29.15148896,0.977374586
Untitled 5321.jpg,cleaned_Untitled 5321.jpg,80.32071467,29.08252797,0.978028027
Untitled 5325.jpg,cleaned_Untitled 5325.jpg,80.10317434,29.09430634,0.977194741
Untitled 5326.jpg,cleaned_Untitled 5326.jpg,79.32581198,29.13665835,0.977576313
Untitled 5337.jpg,cleaned_Untitled 5337.jpg,87.23316857,28.72398713,0.974982486
Untitled 5338.jpg,cleaned_Untitled 5338.jpg,86.39343467,28.76599621,0.975358749
Untitled 5341.jpg,cleaned_Untitled 5341.jpg,78.8606642,29.1621993,0.97760308
Untitled 5343.jpg,cleaned_Untitled 5343.jpg,87.96284118,28.68781112,0.97505432
Untitled 5346.jpg,cleaned_Untitled 5346.jpg,77.6339265,29.23028809,0.978955334
Untitled 5347.jpg,cleaned_Untitled 5347.jpg,78.13762023,29.20220181,0.978212265
Untitled 5348.jpg,cleaned_Untitled 5348.jpg,74.75719166,29.39427383,0.979474941
Untitled 5350.jpg,cleaned_Untitled 5350.jpg,84.63695147,28.85520349,0.976310386
Untitled 5351.jpg,cleaned_Untitled 5351.jpg,85.33427554,28.81956855,0.976811814
Untitled 5354.jpg,cleaned_Untitled 5354.jpg,88.16612132,28.67778626,0.975015044
Untitled 5359.jpg,cleaned_Untitled 5359.jpg,77.58364346,29.2331019,0.976868875
Untitled 5363.jpg,cleaned_Untitled 5363.jpg,117.0845333,27.44580832,0.963696992
Untitled 5364.jpg,cleaned_Untitled 5364.jpg,86.58791262,28.75623091,0.976225885
Untitled 5368.jpg,cleaned_Untitled 5368.jpg,77.20966537,29.25408691,0.978902408
Untitled 5370.jpg,cleaned_Untitled 5370.jpg,79.25822477,29.1403602,0.977687468
Untitled 5372.jpg,cleaned_Untitled 5372.jpg,79.05116638,29.15172079,0.977521099
Untitled 5373.jpg,cleaned_Untitled 5373.jpg,79.02769304,29.15301057,0.977436358
Untitled 5374.jpg,cleaned_Untitled 5374.jpg,77.68759152,29.22728703,0.978019545
Untitled 5375.jpg,cleaned_Untitled 5375.jpg,73.66305089,29.45830659,0.979598411
Untitled 5376.jpg,cleaned_Untitled 5376.jpg,80.60506023,29.06718054,0.978090794
Untitled 5377.jpg,cleaned_Untitled 5377.jpg,85.84026964,28.79389288,0.976730824
Untitled 5378.jpg,cleaned_Untitled 5378.jpg,86.565516,28.75735439,0.975670967
Untitled 5382.jpg,cleaned_Untitled 5382.jpg,86.62784583,28.75422846,0.975031724
Untitled 5383.jpg,cleaned_Untitled 5383.jpg,87.37615965,28.71687408,0.975134672
Untitled 5385.jpg,cleaned_Untitled 5385.jpg,85.10262015,28.83137429,0.976284151
Untitled 5389.jpg,cleaned_Untitled 5389.jpg,86.59967629,28.75564092,0.97661028
Untitled 5390.jpg,cleaned_Untitled 5390.jpg,86.76142036,28.74753708,0.976534711
Untitled 5391.jpg,cleaned_Untitled 5391.jpg,87.21514024,28.72488477,0.97600574
Untitled 5392.jpg,cleaned_Untitled 5392.jpg,86.97643663,28.7367875,0.976024145
Untitled 5393.jpg,cleaned_Untitled 5393.jpg,86.46470334,28.76241505,0.976155413
Untitled 5395.jpg,cleaned_Untitled 5395.jpg,82.18187163,28.98304333,0.977607174
Untitled 5398.jpg,cleaned_Untitled 5398.jpg,77.53340463,29.23591506,0.978836717
Untitled 5400.jpg,cleaned_Untitled 5400.jpg,94.61729536,28.37109831,0.977083413
Untitled 5401.jpg,cleaned_Untitled 5401.jpg,84.92644473,28.84037417,0.976953347
Untitled 5403.jpg,cleaned_Untitled 5403.jpg,80.62649649,29.06602572,0.977881928
Untitled 5404.jpg,cleaned_Untitled 5404.jpg,80.38174099,29.07922952,0.977673127
Untitled 5405.jpg,cleaned_Untitled 5405.jpg,79.98116139,29.10092655,0.977961226
Untitled 5406.jpg,cleaned_Untitled 5406.jpg,80.92357695,29.0500529,0.977630863
Untitled 5407.jpg,cleaned_Untitled 5407.jpg,77.82434859,29.21964867,0.978569859
Untitled 5408.jpg,cleaned_Untitled 5408.jpg,99.94490982,28.1331968,0.969402142
Untitled 5409.jpg,cleaned_Untitled 5409.jpg,87.66285239,28.70264763,0.97565539
Untitled 5411.jpg,cleaned_Untitled 5411.jpg,78.33827609,29.19106351,0.978498502
Untitled 5412.jpg,cleaned_Untitled 5412.jpg,86.77782902,28.7467158,0.975589586
Untitled 5415.jpg,cleaned_Untitled 5415.jpg,86.88988701,28.74111128,0.976341533
Untitled 5419.jpg,cleaned_Untitled 5419.jpg,81.73419416,29.00676576,0.978767018
Untitled 5420.jpg,cleaned_Untitled 5420.jpg,78.7999692,29.16554313,0.979063787
Untitled 5423.jpg,cleaned_Untitled 5423.jpg,79.72671468,29.11476493,0.978158163
Untitled 5426.jpg,cleaned_Untitled 5426.jpg,86.71519734,28.74985144,0.975175516
Untitled 5431.jpg,cleaned_Untitled 5431.jpg,79.57628852,29.12296681,0.978556339
Untitled 5436.jpg,cleaned_Untitled 5436.jpg,84.31817175,28.8715918,0.97617044
Untitled 5438.jpg,cleaned_Untitled 5438.jpg,85.68559432,28.80172548,0.975962226
Untitled 5443.jpg,cleaned_Untitled 5443.jpg,78.79316004,29.16591842,0.977437374
Untitled 5444.jpg,cleaned_Untitled 5444.jpg,80.13167491,29.0927614,0.976553554
Untitled 5445.jpg,cleaned_Untitled 5445.jpg,86.64126549,28.75355574,0.975139251
Untitled 5447.jpg,cleaned_Untitled 5447.jpg,77.13322608,29.25838865,0.977429577
Untitled 5448.jpg,cleaned_Untitled 5448.jpg,78.30119868,29.1931195,0.978135132
Untitled 5449.jpg,cleaned_Untitled 5449.jpg,79.55370012,29.12419977,0.976960705
Untitled 5450.jpg,cleaned_Untitled 5450.jpg,77.53976585,29.23555876,0.977103882
Untitled 5451.jpg,cleaned_Untitled 5451.jpg,80.41902463,29.07721559,0.978210157
